borough,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday,pickups
NaN,5,8,65,61,1014.9,0,0,0.57,0,N,3
Bronx,5,7,66,62,1014.4,0,0,0.118333333,0,N,33
Brooklyn,5,7,66,62,1014.4,0,0,0.118333333,0,N,363
EWR,5,7,66,62,1014.4,0,0,0.118333333,0,N,0
Manhattan,5,7,66,62,1014.4,0,0,0.118333333,0,N,1002
Queens,5,7,66,62,1014.4,0,0,0.118333333,0,N,252
Staten Island,5,7,66,62,1014.4,0,0,0.118333333,0,N,3
NaN,5,7,66,62,1014.4,0,0,0.118333333,0,N,2
Bronx,3,7,65,61,1014,0,0,0.118333333,0,N,60
Brooklyn,3,7,65,61,1014,0,0,0.118333333,0,N,559
EWR,3,7,65,61,1014,0,0,0.118333333,0,N,2
Manhattan,3,7,65,61,1014,0,0,0.118333333,0,N,1796
Queens,3,7,65,61,1014,0,0,0.118333333,0,N,338
Staten Island,3,7,65,61,1014,0,0,0.118333333,0,N,2
NaN,3,7,65,61,1014,0,0,0.118333333,0,N,3
Bronx,6,7,66,61,1013.7,0,0,0.118333333,0,N,102
Brooklyn,6,7,66,61,1013.7,0,0,0.118333333,0,N,699
EWR,6,7,66,61,1013.7,0,0,0.118333333,0,N,0
Manhattan,6,7,66,61,1013.7,0,0,0.118333333,0,N,2897
Queens,6,7,66,61,1013.7,0,0,0.118333333,0,N,482
Staten Island,6,7,66,61,1013.7,0,0,0.118333333,0,N,4
NaN,6,7,66,61,1013.7,0,0,0.118333333,0,N,8
Bronx,0,7,65,61,1013.6,0,0,0.118333333,0,N,81
Brooklyn,0,7,65,61,1013.6,0,0,0.118333333,0,N,719
EWR,0,7,65,61,1013.6,0,0,0.118333333,0,N,0
Manhattan,0,7,65,61,1013.6,0,0,0.118333333,0,N,3425
Queens,0,7,65,61,1013.6,0,0,0.118333333,0,N,493
Staten Island,0,7,65,61,1013.6,0,0,0.118333333,0,N,4
Bronx,0,6,66,62,1013.4,0,0,0.118333333,0,N,62
Brooklyn,0,6,66,62,1013.4,0,0,0.118333333,0,N,668
EWR,0,6,66,62,1013.4,0,0,0.118333333,0,N,0
Manhattan,0,6,66,62,1013.4,0,0,0.118333333,0,N,2722
Queens,0,6,66,62,1013.4,0,0,0.118333333,0,N,371
Staten Island,0,6,66,62,1013.4,0,0,0.118333333,0,N,2
NaN,0,6,66,62,1013.4,0,0,0.118333333,0,N,1
Bronx,1.5,5,66.5,62,1013.8,0,0,0.118333333,0,N,55
Brooklyn,1.5,5,66.5,62,1013.8,0,0,0.118333333,0,N,574
EWR,1.5,5,66.5,62,1013.8,0,0,0.118333333,0,N,0
Manhattan,1.5,5,66.5,62,1013.8,0,0,0.118333333,0,N,2268
Queens,1.5,5,66.5,62,1013.8,0,0,0.118333333,0,N,354
Staten Island,1.5,5,66.5,62,1013.8,0,0,0.118333333,0,N,0
NaN,1.5,5,66.5,62,1013.8,0,0,0.118333333,0,N,2
Bronx,3,6,68,62,1013.3,0,0,0.16,0,N,56
Brooklyn,3,6,68,62,1013.3,0,0,0.16,0,N,508
EWR,3,6,68,62,1013.3,0,0,0.16,0,N,0
Manhattan,3,6,68,62,1013.3,0,0,0.16,0,N,2378
Queens,3,6,68,62,1013.3,0,0,0.16,0,N,370
Staten Island,3,6,68,62,1013.3,0,0,0.16,0,N,1
NaN,3,6,68,62,1013.3,0,0,0.16,0,N,2
Bronx,0,6,69,63,1013.3,0,0,0.118333333,0,N,59
Brooklyn,0,6,69,63,1013.3,0,0,0.118333333,0,N,479
EWR,0,6,69,63,1013.3,0,0,0.118333333,0,N,0
Manhattan,0,6,69,63,1013.3,0,0,0.118333333,0,N,2270
Queens,0,6,69,63,1013.3,0,0,0.118333333,0,N,343
Staten Island,0,6,69,63,1013.3,0,0,0.118333333,0,N,3
NaN,0,6,69,63,1013.3,0,0,0.118333333,0,N,2
Bronx,0,4.5,72,63.33333333,1012.8,0,0,0.118333333,0,N,59
Brooklyn,0,4.5,72,63.33333333,1012.8,0,0,0.118333333,0,N,505
EWR,0,4.5,72,63.33333333,1012.8,0,0,0.118333333,0,N,0
Manhattan,0,4.5,72,63.33333333,1012.8,0,0,0.118333333,0,N,2885
Queens,0,4.5,72,63.33333333,1012.8,0,0,0.118333333,0,N,309
Staten Island,0,4.5,72,63.33333333,1012.8,0,0,0.118333333,0,N,5
NaN,0,4.5,72,63.33333333,1012.8,0,0,0.118333333,0,N,1
Bronx,3,5,73,65.5,1012.1,0,0,0.118333333,0,N,57
Brooklyn,3,5,73,65.5,1012.1,0,0,0.118333333,0,N,528
EWR,3,5,73,65.5,1012.1,0,0,0.118333333,0,N,0
Manhattan,3,5,73,65.5,1012.1,0,0,0.118333333,0,N,3147
Queens,3,5,73,65.5,1012.1,0,0,0.118333333,0,N,363
Staten Island,3,5,73,65.5,1012.1,0,0,0.118333333,0,N,1
NaN,3,5,73,65.5,1012.1,0,0,0.118333333,0,N,2
Bronx,6,5,75,67,1011.9,0,0,0.118333333,0,N,59
Brooklyn,6,5,75,67,1011.9,0,0,0.118333333,0,N,522
EWR,6,5,75,67,1011.9,0,0,0.118333333,0,N,0
Manhattan,6,5,75,67,1011.9,0,0,0.118333333,0,N,3123
Queens,6,5,75,67,1011.9,0,0,0.118333333,0,N,408
Staten Island,6,5,75,67,1011.9,0,0,0.118333333,0,N,4
NaN,6,5,75,67,1011.9,0,0,0.118333333,0,N,1
Bronx,0,5,75,66.5,1011.4,0,0,0.105,0,N,88
Brooklyn,0,5,75,66.5,1011.4,0,0,0.105,0,N,555
EWR,0,5,75,66.5,1011.4,0,0,0.105,0,N,0
Manhattan,0,5,75,66.5,1011.4,0,0,0.105,0,N,4171
Queens,0,5,75,66.5,1011.4,0,0,0.105,0,N,376
Staten Island,0,5,75,66.5,1011.4,0,0,0.105,0,N,1
Bronx,0,2.2,73.5,68.25,1010.5,0.0075,0.01,0.02,0,N,95
Brooklyn,0,2.2,73.5,68.25,1010.5,0.0075,0.01,0.02,0,N,868
EWR,0,2.2,73.5,68.25,1010.5,0.0075,0.01,0.02,0,N,0
Manhattan,0,2.2,73.5,68.25,1010.5,0.0075,0.01,0.02,0,N,6320
Queens,0,2.2,73.5,68.25,1010.5,0.0075,0.01,0.02,0,N,429
Staten Island,0,2.2,73.5,68.25,1010.5,0.0075,0.01,0.02,0,N,2
NaN,0,2.2,73.5,68.25,1010.5,0.0075,0.01,0.02,0,N,3
Bronx,0,2.625,73.5,68.5,1010.2,0.01,0,0,0,N,72
Brooklyn,0,2.625,73.5,68.5,1010.2,0.01,0,0,0,N,752
EWR,0,2.625,73.5,68.5,1010.2,0.01,0,0,0,N,0
Manhattan,0,2.625,73.5,68.5,1010.2,0.01,0,0,0,N,5517
Queens,0,2.625,73.5,68.5,1010.2,0.01,0,0,0,N,412
Staten Island,0,2.625,73.5,68.5,1010.2,0.01,0,0,0,N,4
NaN,0,2.625,73.5,68.5,1010.2,0.01,0,0,0,N,2
Bronx,0,4,77,68,1009.7,0,0,0,0,N,53
Brooklyn,0,4,77,68,1009.7,0,0,0,0,N,724
EWR,0,4,77,68,1009.7,0,0,0,0,N,0
Manhattan,0,4,77,68,1009.7,0,0,0,0,N,4324
Queens,0,4,77,68,1009.7,0,0,0,0,N,536
Staten Island,0,4,77,68,1009.7,0,0,0,0,N,1
NaN,0,4,77,68,1009.7,0,0,0,0,N,2
Bronx,3.333333333,2.433333333,76.66666667,69,1009,0.01,0,0,0,N,83
Brooklyn,3.333333333,2.433333333,76.66666667,69,1009,0.01,0,0,0,N,743
EWR,3.333333333,2.433333333,76.66666667,69,1009,0.01,0,0,0,N,0
Manhattan,3.333333333,2.433333333,76.66666667,69,1009,0.01,0,0,0,N,4566
Queens,3.333333333,2.433333333,76.66666667,69,1009,0.01,0,0,0,N,527
Staten Island,3.333333333,2.433333333,76.66666667,69,1009,0.01,0,0,0,N,0
NaN,3.333333333,2.433333333,76.66666667,69,1009,0.01,0,0,0,N,3
Bronx,2,1.933333333,73.66666667,70,1009.8,0.25,0,0,0,N,75
Brooklyn,2,1.933333333,73.66666667,70,1009.8,0.25,0,0,0,N,809
EWR,2,1.933333333,73.66666667,70,1009.8,0.25,0,0,0,N,0
Manhattan,2,1.933333333,73.66666667,70,1009.8,0.25,0,0,0,N,4472
Queens,2,1.933333333,73.66666667,70,1009.8,0.25,0,0,0,N,561
Staten Island,2,1.933333333,73.66666667,70,1009.8,0.25,0,0,0,N,4
NaN,2,1.933333333,73.66666667,70,1009.8,0.25,0,0,0,N,3
Bronx,3,9.1,75,71,1010.5,0,0,0,0,N,49
Brooklyn,3,9.1,75,71,1010.5,0,0,0,0,N,864
EWR,3,9.1,75,71,1010.5,0,0,0,0,N,0
Manhattan,3,9.1,75,71,1010.5,0,0,0,0,N,3731
Queens,3,9.1,75,71,1010.5,0,0,0,0,N,547
Staten Island,3,9.1,75,71,1010.5,0,0,0,0,N,1
NaN,3,9.1,75,71,1010.5,0,0,0,0,N,2
Bronx,3,6,76,71,1010.9,0,0.26,0,0,N,60
Brooklyn,3,6,76,71,1010.9,0,0.26,0,0,N,816
EWR,3,6,76,71,1010.9,0,0.26,0,0,N,0
Manhattan,3,6,76,71,1010.9,0,0.26,0,0,N,2898
Queens,3,6,76,71,1010.9,0,0.26,0,0,N,498
Staten Island,3,6,76,71,1010.9,0,0.26,0,0,N,1
NaN,3,6,76,71,1010.9,0,0.26,0,0,N,2
Bronx,3,10,76,67,1012,0,0,0,0,N,44
Brooklyn,3,10,76,67,1012,0,0,0,0,N,491
EWR,3,10,76,67,1012,0,0,0,0,N,0
Manhattan,3,10,76,67,1012,0,0,0,0,N,1481
Queens,3,10,76,67,1012,0,0,0,0,N,375
Staten Island,3,10,76,67,1012,0,0,0,0,N,2
NaN,3,10,76,67,1012,0,0,0,0,N,1
Bronx,5,10,76,60,1013.1,0,0,0,0,N,24
Brooklyn,5,10,76,60,1013.1,0,0,0,0,N,249
EWR,5,10,76,60,1013.1,0,0,0,0,N,0
Manhattan,5,10,76,60,1013.1,0,0,0,0,N,813
Queens,5,10,76,60,1013.1,0,0,0,0,N,101
Staten Island,5,10,76,60,1013.1,0,0,0,0,N,0
NaN,5,10,76,60,1013.1,0,0,0,0,N,1
Bronx,3,10,74,60,1013.7,0,0,0,0,N,13
Brooklyn,3,10,74,60,1013.7,0,0,0,0,N,125
EWR,3,10,74,60,1013.7,0,0,0,0,N,0
Manhattan,3,10,74,60,1013.7,0,0,0,0,N,486
Queens,3,10,74,60,1013.7,0,0,0,0,N,65
Staten Island,3,10,74,60,1013.7,0,0,0,0,N,0
Bronx,3,10,74,60,1014.1,0,0,0,0,N,14
Brooklyn,3,10,74,60,1014.1,0,0,0,0,N,168
EWR,3,10,74,60,1014.1,0,0,0,0,N,0
Manhattan,3,10,74,60,1014.1,0,0,0,0,N,440
Queens,3,10,74,60,1014.1,0,0,0,0,N,65
Staten Island,3,10,74,60,1014.1,0,0,0,0,N,0
Bronx,0,10,73,60,1014.5,0,0,0.27,0,N,22
Brooklyn,0,10,73,60,1014.5,0,0,0.27,0,N,233
EWR,0,10,73,60,1014.5,0,0,0.27,0,N,0
Manhattan,0,10,73,60,1014.5,0,0,0.27,0,N,605
Queens,0,10,73,60,1014.5,0,0,0.27,0,N,108
Staten Island,0,10,73,60,1014.5,0,0,0.27,0,N,2
NaN,0,10,73,60,1014.5,0,0,0.27,0,N,1
Bronx,5,10,72,60,1015.1,0,0,0,0,N,38
Brooklyn,5,10,72,60,1015.1,0,0,0,0,N,371
EWR,5,10,72,60,1015.1,0,0,0,0,N,0
Manhattan,5,10,72,60,1015.1,0,0,0,0,N,981
Queens,5,10,72,60,1015.1,0,0,0,0,N,186
Staten Island,5,10,72,60,1015.1,0,0,0,0,N,2
Bronx,3,10,71,60,1015.3,0,0,0,0,N,60
Brooklyn,3,10,71,60,1015.3,0,0,0,0,N,538
EWR,3,10,71,60,1015.3,0,0,0,0,N,0
Manhattan,3,10,71,60,1015.3,0,0,0,0,N,1890
Queens,3,10,71,60,1015.3,0,0,0,0,N,328
Staten Island,3,10,71,60,1015.3,0,0,0,0,N,1
NaN,3,10,71,60,1015.3,0,0,0,0,N,2
Bronx,0,10,70,59,1015.7,0,0,0,0,N,92
Brooklyn,0,10,70,59,1015.7,0,0,0,0,N,694
EWR,0,10,70,59,1015.7,0,0,0,0,N,0
Manhattan,0,10,70,59,1015.7,0,0,0,0,N,2989
Queens,0,10,70,59,1015.7,0,0,0,0,N,450
Staten Island,0,10,70,59,1015.7,0,0,0,0,N,5
NaN,0,10,70,59,1015.7,0,0,0,0,N,5
Bronx,3,10,69,59,1016.5,0,0,0,0,N,81
Brooklyn,3,10,69,59,1016.5,0,0,0,0,N,769
EWR,3,10,69,59,1016.5,0,0,0,0,N,0
Manhattan,3,10,69,59,1016.5,0,0,0,0,N,3415
Queens,3,10,69,59,1016.5,0,0,0,0,N,415
Staten Island,3,10,69,59,1016.5,0,0,0,0,N,1
NaN,3,10,69,59,1016.5,0,0,0,0,N,3
Bronx,6,10,70,60,1017.7,0,0,0,0,N,71
Brooklyn,6,10,70,60,1017.7,0,0,0,0,N,681
EWR,6,10,70,60,1017.7,0,0,0,0,N,0
Manhattan,6,10,70,60,1017.7,0,0,0,0,N,2916
Queens,6,10,70,60,1017.7,0,0,0,0,N,359
Staten Island,6,10,70,60,1017.7,0,0,0,0,N,0
NaN,6,10,70,60,1017.7,0,0,0,0,N,1
Bronx,9,10,71,57,1018.3,0,0,0,0,N,66
Brooklyn,9,10,71,57,1018.3,0,0,0,0,N,596
EWR,9,10,71,57,1018.3,0,0,0,0,N,0
Manhattan,9,10,71,57,1018.3,0,0,0,0,N,2334
Queens,9,10,71,57,1018.3,0,0,0,0,N,360
Staten Island,9,10,71,57,1018.3,0,0,0,0,N,1
NaN,9,10,71,57,1018.3,0,0,0,0,N,2
Bronx,7,10,72,58,1018.9,0,0,0.27,0,N,63
Brooklyn,7,10,72,58,1018.9,0,0,0.27,0,N,485
EWR,7,10,72,58,1018.9,0,0,0.27,0,N,0
Manhattan,7,10,72,58,1018.9,0,0,0.27,0,N,2460
Queens,7,10,72,58,1018.9,0,0,0.27,0,N,342
Staten Island,7,10,72,58,1018.9,0,0,0.27,0,N,1
NaN,7,10,72,58,1018.9,0,0,0.27,0,N,2
Bronx,6,4.533333333,74,57,1019.7,0,0,0,0,N,58
Brooklyn,6,4.533333333,74,57,1019.7,0,0,0,0,N,533
EWR,6,4.533333333,74,57,1019.7,0,0,0,0,N,0
Manhattan,6,4.533333333,74,57,1019.7,0,0,0,0,N,2429
Queens,6,4.533333333,74,57,1019.7,0,0,0,0,N,346
Staten Island,6,4.533333333,74,57,1019.7,0,0,0,0,N,1
NaN,6,4.533333333,74,57,1019.7,0,0,0,0,N,2
Bronx,8,10,74,57,1020.1,0,0,0,0,N,55
Brooklyn,8,10,74,57,1020.1,0,0,0,0,N,450
EWR,8,10,74,57,1020.1,0,0,0,0,N,0
Manhattan,8,10,74,57,1020.1,0,0,0,0,N,2647
Queens,8,10,74,57,1020.1,0,0,0,0,N,370
Staten Island,8,10,74,57,1020.1,0,0,0,0,N,3
NaN,8,10,74,57,1020.1,0,0,0,0,N,3
Bronx,6,10,76,55,1020.2,0,0,0,0,N,59
Brooklyn,6,10,76,55,1020.2,0,0,0,0,N,471
EWR,6,10,76,55,1020.2,0,0,0,0,N,1
Manhattan,6,10,76,55,1020.2,0,0,0,0,N,3011
Queens,6,10,76,55,1020.2,0,0,0,0,N,439
Staten Island,6,10,76,55,1020.2,0,0,0,0,N,0
NaN,6,10,76,55,1020.2,0,0,0,0,N,1
Bronx,6,10,79,57,1020.2,0,0,0,0,N,49
Brooklyn,6,10,79,57,1020.2,0,0,0,0,N,496
EWR,6,10,79,57,1020.2,0,0,0,0,N,0
Manhattan,6,10,79,57,1020.2,0,0,0,0,N,3410
Queens,6,10,79,57,1020.2,0,0,0,0,N,436
Staten Island,6,10,79,57,1020.2,0,0,0,0,N,5
NaN,6,10,79,57,1020.2,0,0,0,0,N,1
Bronx,6,10,81,56,1020.5,0,0,0,0,N,72
Brooklyn,6,10,81,56,1020.5,0,0,0,0,N,522
EWR,6,10,81,56,1020.5,0,0,0,0,N,0
Manhattan,6,10,81,56,1020.5,0,0,0,0,N,4094
Queens,6,10,81,56,1020.5,0,0,0,0,N,496
Staten Island,6,10,81,56,1020.5,0,0,0,0,N,4
NaN,6,10,81,56,1020.5,0,0,0,0,N,3
Bronx,0,10,77,57,1020.1,0,0,0,0,N,64
Brooklyn,0,10,77,57,1020.1,0,0,0,0,N,681
EWR,0,10,77,57,1020.1,0,0,0,0,N,0
Manhattan,0,10,77,57,1020.1,0,0,0,0,N,5012
Queens,0,10,77,57,1020.1,0,0,0,0,N,477
Staten Island,0,10,77,57,1020.1,0,0,0,0,N,6
NaN,0,10,77,57,1020.1,0,0,0,0,N,1
Bronx,5,10,76,59,1019.9,0,0,0,0,N,83
Brooklyn,5,10,76,59,1019.9,0,0,0,0,N,914
EWR,5,10,76,59,1019.9,0,0,0,0,N,0
Manhattan,5,10,76,59,1019.9,0,0,0,0,N,5724
Queens,5,10,76,59,1019.9,0,0,0,0,N,543
Staten Island,5,10,76,59,1019.9,0,0,0,0,N,6
NaN,5,10,76,59,1019.9,0,0,0,0,N,1
Bronx,2.5,10,74,58,1020,0,0,0,0,N,55
Brooklyn,2.5,10,74,58,1020,0,0,0,0,N,812
EWR,2.5,10,74,58,1020,0,0,0,0,N,0
Manhattan,2.5,10,74,58,1020,0,0,0,0,N,5138
Queens,2.5,10,74,58,1020,0,0,0,0,N,540
Staten Island,2.5,10,74,58,1020,0,0,0,0,N,3
NaN,2.5,10,74,58,1020,0,0,0,0,N,3
Bronx,0,10,73,59,1020,0,0,0,0,N,107
Brooklyn,0,10,73,59,1020,0,0,0,0,N,804
EWR,0,10,73,59,1020,0,0,0,0,N,0
Manhattan,0,10,73,59,1020,0,0,0,0,N,4636
Queens,0,10,73,59,1020,0,0,0,0,N,530
Staten Island,0,10,73,59,1020,0,0,0,0,N,1
NaN,0,10,73,59,1020,0,0,0,0,N,1
Bronx,0,8,71,57,1019.8,0,0,0,0,N,132
Brooklyn,0,8,71,57,1019.8,0,0,0,0,N,856
EWR,0,8,71,57,1019.8,0,0,0,0,N,0
Manhattan,0,8,71,57,1019.8,0,0,0,0,N,4819
Queens,0,8,71,57,1019.8,0,0,0,0,N,529
Staten Island,0,8,71,57,1019.8,0,0,0,0,N,4
NaN,0,8,71,57,1019.8,0,0,0,0,N,3
Bronx,0,10,70,57,1019.5,0,0,0,0,N,108
Brooklyn,0,10,70,57,1019.5,0,0,0,0,N,924
EWR,0,10,70,57,1019.5,0,0,0,0,N,0
Manhattan,0,10,70,57,1019.5,0,0,0,0,N,4516
Queens,0,10,70,57,1019.5,0,0,0,0,N,535
Staten Island,0,10,70,57,1019.5,0,0,0,0,N,2
NaN,0,10,70,57,1019.5,0,0,0,0,N,3
Bronx,5,9.1,67,59,1019.4,0,0,0.01,0,N,51
Brooklyn,5,9.1,67,59,1019.4,0,0,0.01,0,N,785
EWR,5,9.1,67,59,1019.4,0,0,0.01,0,N,0
Manhattan,5,9.1,67,59,1019.4,0,0,0.01,0,N,2972
Queens,5,9.1,67,59,1019.4,0,0,0.01,0,N,468
Staten Island,5,9.1,67,59,1019.4,0,0,0.01,0,N,0
Bronx,5.5,10,67,58,1019.8,0,0,0.01,0,N,45
Brooklyn,5.5,10,67,58,1019.8,0,0,0.01,0,N,469
EWR,5.5,10,67,58,1019.8,0,0,0.01,0,N,0
Manhattan,5.5,10,67,58,1019.8,0,0,0.01,0,N,1552
Queens,5.5,10,67,58,1019.8,0,0,0.01,0,N,211
Staten Island,5.5,10,67,58,1019.8,0,0,0.01,0,N,0
Bronx,6,10,67,58,1020,0,0,0.01,0,N,16
Brooklyn,6,10,67,58,1020,0,0,0.01,0,N,255
EWR,6,10,67,58,1020,0,0,0.01,0,N,0
Manhattan,6,10,67,58,1020,0,0,0.01,0,N,878
Queens,6,10,67,58,1020,0,0,0.01,0,N,129
Staten Island,6,10,67,58,1020,0,0,0.01,0,N,2
NaN,6,10,67,58,1020,0,0,0.01,0,N,1
Bronx,1.5,10,67,59,1020.5,0,0,0.01,0,N,23
Brooklyn,1.5,10,67,59,1020.5,0,0,0.01,0,N,152
EWR,1.5,10,67,59,1020.5,0,0,0.01,0,N,0
Manhattan,1.5,10,67,59,1020.5,0,0,0.01,0,N,573
Queens,1.5,10,67,59,1020.5,0,0,0.01,0,N,83
Staten Island,1.5,10,67,59,1020.5,0,0,0.01,0,N,2
Bronx,3,10,67,58.5,1020.5,0,0,0.01,0,N,20
Brooklyn,3,10,67,58.5,1020.5,0,0,0.01,0,N,165
EWR,3,10,67,58.5,1020.5,0,0,0.01,0,N,0
Manhattan,3,10,67,58.5,1020.5,0,0,0.01,0,N,527
Queens,3,10,67,58.5,1020.5,0,0,0.01,0,N,85
Staten Island,3,10,67,58.5,1020.5,0,0,0.01,0,N,0
Bronx,2.666666667,10,67,58,1019.8,0,0,0,0,N,26
Brooklyn,2.666666667,10,67,58,1019.8,0,0,0,0,N,231
EWR,2.666666667,10,67,58,1019.8,0,0,0,0,N,0
Manhattan,2.666666667,10,67,58,1019.8,0,0,0,0,N,715
Queens,2.666666667,10,67,58,1019.8,0,0,0,0,N,143
Staten Island,2.666666667,10,67,58,1019.8,0,0,0,0,N,0
NaN,2.666666667,10,67,58,1019.8,0,0,0,0,N,1
Bronx,2.333333333,10,66,58,1020.1,0,0,0.01,0,N,46
Brooklyn,2.333333333,10,66,58,1020.1,0,0,0.01,0,N,376
EWR,2.333333333,10,66,58,1020.1,0,0,0.01,0,N,0
Manhattan,2.333333333,10,66,58,1020.1,0,0,0.01,0,N,1039
Queens,2.333333333,10,66,58,1020.1,0,0,0.01,0,N,233
Staten Island,2.333333333,10,66,58,1020.1,0,0,0.01,0,N,2
NaN,2.333333333,10,66,58,1020.1,0,0,0.01,0,N,1
Bronx,2,10,65,56.33333333,1019.5,0,0,0.01,0,N,68
Brooklyn,2,10,65,56.33333333,1019.5,0,0,0.01,0,N,562
EWR,2,10,65,56.33333333,1019.5,0,0,0.01,0,N,0
Manhattan,2,10,65,56.33333333,1019.5,0,0,0.01,0,N,2067
Queens,2,10,65,56.33333333,1019.5,0,0,0.01,0,N,355
Staten Island,2,10,65,56.33333333,1019.5,0,0,0.01,0,N,2
NaN,2,10,65,56.33333333,1019.5,0,0,0.01,0,N,5
Bronx,0,10,65,56,1019.4,0,0,0.01,0,N,99
Brooklyn,0,10,65,56,1019.4,0,0,0.01,0,N,775
EWR,0,10,65,56,1019.4,0,0,0.01,0,N,0
Manhattan,0,10,65,56,1019.4,0,0,0.01,0,N,3107
Queens,0,10,65,56,1019.4,0,0,0.01,0,N,463
Staten Island,0,10,65,56,1019.4,0,0,0.01,0,N,4
NaN,0,10,65,56,1019.4,0,0,0.01,0,N,3
Bronx,5,10,64,56,1019,0,0,0.01,0,N,95
Brooklyn,5,10,64,56,1019,0,0,0.01,0,N,787
EWR,5,10,64,56,1019,0,0,0.01,0,N,0
Manhattan,5,10,64,56,1019,0,0,0.01,0,N,4003
Queens,5,10,64,56,1019,0,0,0.01,0,N,444
Staten Island,5,10,64,56,1019,0,0,0.01,0,N,3
NaN,5,10,64,56,1019,0,0,0.01,0,N,2
Bronx,0,10,65,54,1019.3,0,0,0.01,0,N,82
Brooklyn,0,10,65,54,1019.3,0,0,0.01,0,N,673
EWR,0,10,65,54,1019.3,0,0,0.01,0,N,0
Manhattan,0,10,65,54,1019.3,0,0,0.01,0,N,3250
Queens,0,10,65,54,1019.3,0,0,0.01,0,N,375
Staten Island,0,10,65,54,1019.3,0,0,0.01,0,N,2
NaN,0,10,65,54,1019.3,0,0,0.01,0,N,2
Bronx,3,10,66,55,1019.6,0,0,0.01,0,N,51
Brooklyn,3,10,66,55,1019.6,0,0,0.01,0,N,624
EWR,3,10,66,55,1019.6,0,0,0.01,0,N,0
Manhattan,3,10,66,55,1019.6,0,0,0.01,0,N,2704
Queens,3,10,66,55,1019.6,0,0,0.01,0,N,367
Staten Island,3,10,66,55,1019.6,0,0,0.01,0,N,1
NaN,3,10,66,55,1019.6,0,0,0.01,0,N,2
Bronx,4.5,10,66.5,57.5,1019.6,0,0,0.01,0,N,62
Brooklyn,4.5,10,66.5,57.5,1019.6,0,0,0.01,0,N,560
EWR,4.5,10,66.5,57.5,1019.6,0,0,0.01,0,N,2
Manhattan,4.5,10,66.5,57.5,1019.6,0,0,0.01,0,N,2754
Queens,4.5,10,66.5,57.5,1019.6,0,0,0.01,0,N,338
Staten Island,4.5,10,66.5,57.5,1019.6,0,0,0.01,0,N,2
NaN,4.5,10,66.5,57.5,1019.6,0,0,0.01,0,N,1
Bronx,8,10,67,58,1019.2,0,0,0.02,0,N,57
Brooklyn,8,10,67,58,1019.2,0,0,0.02,0,N,475
EWR,8,10,67,58,1019.2,0,0,0.02,0,N,0
Manhattan,8,10,67,58,1019.2,0,0,0.02,0,N,2618
Queens,8,10,67,58,1019.2,0,0,0.02,0,N,307
Staten Island,8,10,67,58,1019.2,0,0,0.02,0,N,1
Bronx,5,10,66,58,1019.1,0,0,0.02,0,N,75
Brooklyn,5,10,66,58,1019.1,0,0,0.02,0,N,507
EWR,5,10,66,58,1019.1,0,0,0.02,0,N,0
Manhattan,5,10,66,58,1019.1,0,0,0.02,0,N,2848
Queens,5,10,66,58,1019.1,0,0,0.02,0,N,380
Staten Island,5,10,66,58,1019.1,0,0,0.02,0,N,4
NaN,5,10,66,58,1019.1,0,0,0.02,0,N,3
Bronx,4.5,10,67,59,1018.8,0,0,0.05,0,N,55
Brooklyn,4.5,10,67,59,1018.8,0,0,0.05,0,N,496
EWR,4.5,10,67,59,1018.8,0,0,0.05,0,N,0
Manhattan,4.5,10,67,59,1018.8,0,0,0.05,0,N,3344
Queens,4.5,10,67,59,1018.8,0,0,0.05,0,N,440
Staten Island,4.5,10,67,59,1018.8,0,0,0.05,0,N,4
NaN,4.5,10,67,59,1018.8,0,0,0.05,0,N,2
Bronx,4,10,69,59.5,1018.4,0,0,0.06,0,N,76
Brooklyn,4,10,69,59.5,1018.4,0,0,0.06,0,N,528
EWR,4,10,69,59.5,1018.4,0,0,0.06,0,N,0
Manhattan,4,10,69,59.5,1018.4,0,0,0.06,0,N,3860
Queens,4,10,69,59.5,1018.4,0,0,0.06,0,N,520
Staten Island,4,10,69,59.5,1018.4,0,0,0.06,0,N,4
NaN,4,10,69,59.5,1018.4,0,0,0.06,0,N,2
Bronx,5,10,69,59,1017.9,0,0,0.07,0,N,79
Brooklyn,5,10,69,59,1017.9,0,0,0.07,0,N,551
EWR,5,10,69,59,1017.9,0,0,0.07,0,N,0
Manhattan,5,10,69,59,1017.9,0,0,0.07,0,N,4438
Queens,5,10,69,59,1017.9,0,0,0.07,0,N,522
Staten Island,5,10,69,59,1017.9,0,0,0.07,0,N,4
NaN,5,10,69,59,1017.9,0,0,0.07,0,N,1
Bronx,5.5,10,69,58,1017.3,0,0,0.07,0,N,91
Brooklyn,5.5,10,69,58,1017.3,0,0,0.07,0,N,768
EWR,5.5,10,69,58,1017.3,0,0,0.07,0,N,1
Manhattan,5.5,10,69,58,1017.3,0,0,0.07,0,N,5191
Queens,5.5,10,69,58,1017.3,0,0,0.07,0,N,561
Staten Island,5.5,10,69,58,1017.3,0,0,0.07,0,N,4
NaN,5.5,10,69,58,1017.3,0,0,0.07,0,N,2
Bronx,3,10,68,60,1016.6,0,0,0.07,0,N,86
Brooklyn,3,10,68,60,1016.6,0,0,0.07,0,N,841
EWR,3,10,68,60,1016.6,0,0,0.07,0,N,0
